Department,Sub-Department,Major Functions,% of Budget,Activity Indicators,2011/2012,2012/2013,2013/2014
WATER,Engineering,Water System Mapping and Surveying,10%,Fire Service Data Updated ,25,20,25
WATER,Engineering,Water System Mapping and Surveying,10%,Service Data Updates ,135,150,150
WATER,Engineering,Water System Mapping and Surveying,10%,Meter Data Updated,150,200,200
WATER,Engineering,Issuance of Water Service Permits,5%,Domestic Services ,87,55,50
WATER,Engineering,Issuance of Water Service Permits,5%,Fire Services ,31,5,5
WATER,Engineering,Issuance of Water Service Permits,5%,Combined Fire & Domestic ,0,1,0
WATER,Engineering,Issuance of Water Service Permits,5%,Hydrant Use Permits ,57,60,65
WATER,Engineering,Issuance of Water Service Permits,5%,Contractor Inquiries,850,1000,1000
WATER,Engineering,Citizen Service,15%,Complaints & Information Requests ,325,300,300
WATER,Engineering,Citizen Service,15%,Processed Water Information Mailed,33600,35000,35000
WATER,Engineering,Budget & Personnel Administration,10%,Budgets Prepared ,5,5,5
WATER,Engineering,Budget & Personnel Administration,10%,Payment Claims Approved ,625,650,650
WATER,Engineering,Budget & Personnel Administration,10%,Common Council Actions Requested ,31,30,30
WATER,Engineering,Budget & Personnel Administration,10%,Major Personnel Actions & Grievances Processed,5,8,5
WATER,Engineering,Development & Plan Review,10%,"Projects Reviewed: --Over $250,000 ",25,25,25
WATER,Engineering,Development & Plan Review,10%,--Street Cuts Permits Reviewed,91,150,150
WATER,Water Quality Management Section,Surveillance of the Watershed Policy,25%,Days Spent Patrolling Watershed ,342,350,350
WATER,Water Quality Management Section,Surveillance of the Watershed Policy,25%,Violators Cited ,28,40,50
WATER,Water Quality Management Section,Surveillance of the Watershed Policy,25%,Percolation Tests Witnessed ,26,50,50
WATER,Water Quality Management Section,Surveillance of the Watershed Policy,25%,Dead Deer Removed From Watershed,51,75,100
WATER,Water Quality Management Section,Water Quality Control Surveying,25%,Microscopic Exams of Lake Water Samples,108,100,100
WATER,Water Quality Management Section,Water Quality Control Surveying,25%,Microscopic Exams of Reservoir Water Samples ,92,75,75
WATER,Water Quality Management Section,Water Quality Control Surveying,25%,Microscopic Exams of Residential Water Samples ,3,5,5
WATER,Water Quality Management Section,Water Quality Control Surveying,25%,Algicide Treatments Applied to City Reservoirs,9,10,10
WATER,Water Quality Management Section,Purification of Water Supply,50%,Million Gallons Treated per Day at Skaneateles Lake,43,43,43
WATER,Water Quality Management Section,Purification of Water Supply,50%,Residential Water Samples,4,5,5
WATER,Skaneateles Watershed Management Program,Watershed Management ,100%,Number of Farm Equivalents Completed (planning),1,0,1
WATER,Skaneateles Watershed Management Program,Watershed Management ,100%,Acres of Land Protected (Implemented) ,205,42,39
WATER,Skaneateles Watershed Management Program,Watershed Management ,100%,CREP Acres (w/ contracts) Protected ,0,10,0
WATER,Skaneateles Watershed Management Program,Watershed Management ,100%,Whole Farm Plan Updates ,41,41,42
WATER,Skaneateles Watershed Management Program,Watershed Management ,100%,Plan Revisions ,3,4,4
WATER,Skaneateles Watershed Management Program,Watershed Management ,100%,BMP Field Reviews,6,15,15
WATER,Plant Section,Water System Maintenance Policy Development,56%,"Repairs to Mains, Conduits & Services ",309,360,320
WATER,Plant Section,Water System Maintenance Policy Development,56%,Hydrants Inspected ,"2,813",2600,3000
WATER,Plant Section,Water System Maintenance Policy Development,56%,Broken Hydrants Repaired,430,250,400
WATER,Plant Section,Water System Maintenance Policy Development,56%,Broken Hydrants Replaced,72,40,70
WATER,Plant Section,Water System Maintenance Policy Development,56%,Hydrant Locks Installed ,9,20,15
WATER,Plant Section,Water System Maintenance Policy Development,56%,Main Gates Replaced ,27,60,40
WATER,Plant Section,Water System Maintenance Policy Development,56%,Main Gates Repaired ,65,70,75
WATER,Plant Section,Water System Maintenance Policy Development,56%,Water Services Renewed ,20,100,50
WATER,Plant Section,Water System Maintenance Policy Development,56%,Water Services Thawed Out ,4,10,5
WATER,Plant Section,Water System Maintenance Policy Development,56%,Curb Boxes Repaired or Replaced ,309,350,300
WATER,Plant Section,Water System Maintenance Policy Development,56%,Street Cuts Repaired,101,150,150
WATER,Plant Section,Management of Site Restoration,20%,Number of Street Cuts ,264,250,250
WATER,Plant Section,Management of Site Restoration,20%,Number of Square Feet ,42000,50000,50000
WATER,Plant Section,Management of Site Restoration,20%,Value of Restoration,"$772,000","$800,000","$850,000"
WATER,Plant Section,Management of Site Restoration,20%,"Sidewalks, Driveways & Curbing: Number of Cuts ",97,,150
WATER,Plant Section,Management of Site Restoration,20%,Number of Square Feet ,28500,20000,20000
WATER,Plant Section,Management of Site Restoration,20%,Value of Restoration,"$134,687","$150,000","$150,000"
WATER,Plant Section,Water Meter Replacement and Maintenance,4%,Service Calls ,3480,4000,4000
WATER,Plant Section,Water Meter Replacement and Maintenance,4%,Meters Tested,320,475,500
WATER,Plant Section,Water Meter Replacement and Maintenance,4%,Installation of New Meters --Residential,2170,2100,2500
WATER,Plant Section,Water Meter Replacement and Maintenance,4%,--Commercial,7,10,10
WATER,Plant Section,Water Meter Replacement and Maintenance,4%,Minor Plumbing ,195,200,200
WATER,Plant Section,Water Meter Replacement and Maintenance,4%,Repairs by City Number of Remotes Installed,"2,263",2500,2500
WATER,Plant Section,Water Meter Replacement and Maintenance,4%,Meters Repaired,54,50,25
WATER,Plant Section,Water System Expansion,7%,Installation of New Services ,53,50,50
WATER,Plant Section,Water System Expansion,7%,Installation of New Gates ,26,25,30
WATER,Plant Section,Water System Expansion,7%,Installation of New Hydrants,3,10,5
WATER,Plant Section,Vehicle Maintenance,5%,Repair Orders Placed ,785,800,800
WATER,Plant Section,Vehicle Maintenance,5%,Vehicles in Fleet ,51,49,50
WATER,Plant Section,Vehicle Maintenance,5%,Construction Equipment in Inventory,50,48,51
WATER,Plant Section,"Purchasing, Payroll and Accounting",4%,Purchase Requisitions Initiated ,450,500,500
WATER,Plant Section,"Purchasing, Payroll and Accounting",4%,Claims Processed ,555,550,575
WATER,Plant Section,"Purchasing, Payroll and Accounting",4%,Personnel Files Maintained ,113,113,114
WATER,Plant Section,"Purchasing, Payroll and Accounting",4%,Payroll Checks Processed ,3000,3000,3000
WATER,Plant Section,"Purchasing, Payroll and Accounting",4%,Miscellaneous Billing & Statements,38,45,50
WATER,Plant Section,Lead Service Replacement,4%,Lead Service Replacement,41,50,50
PUBLIC WORKS,Sewers and Streams,Digging Division,23%,Repair Mains ,35,20,20
PUBLIC WORKS,Sewers and Streams,Digging Division,23%,Repair House Laterals ,39,30,30
PUBLIC WORKS,Sewers and Streams,Digging Division,23%,Repair House Vents ,155,150,50
PUBLIC WORKS,Sewers and Streams,Digging Division,23%,Repair Catch Basin Laterals,35,28,28
PUBLIC WORKS,Sewers and Streams,Digging Division,23%,Repair Manholes ,2,1,1
PUBLIC WORKS,Sewers and Streams,Digging Division,23%,Other Cave-Ins or Dig Jobs ,78,40,40
PUBLIC WORKS,Sewers and Streams,Digging Division,23%,Maintain Street Cuts,131,120,200
PUBLIC WORKS,Sewers and Streams,Flushing & Main Sewer Cleaning,18%,Flush Cellars or Vents ,"6,111",4000,4100
PUBLIC WORKS,Sewers and Streams,Flushing & Main Sewer Cleaning,18%,Jet Clean Main Sewers (Sections) ,458,600,100
PUBLIC WORKS,Sewers and Streams,Flushing & Main Sewer Cleaning,18%,Jet Clean Main Sewers (Miles) ,22,4,5
PUBLIC WORKS,Sewers and Streams,Flushing & Main Sewer Cleaning,18%,Jet Open Main Sewers,26,40,40
PUBLIC WORKS,Sewers and Streams,Flushing & Main Sewer Cleaning,18%,Replace Vent Caps ,100,150,150
PUBLIC WORKS,Sewers and Streams,Flushing & Main Sewer Cleaning,18%,Jet Flush Sewer Laterals,1940,1100,1100
PUBLIC WORKS,Sewers and Streams,Main Cleaning Division,13%,Loads to Metro ,131,89,89
PUBLIC WORKS,Sewers and Streams,Main Cleaning Division,13%,Clean Catch Basins ,107,200,200
PUBLIC WORKS,Sewers and Streams,Main Cleaning Division,13%,Special Events (Hours) ,100,100,100
PUBLIC WORKS,Sewers and Streams,Main Cleaning Division,13%,Clean Main Sewers(Sections) ,149,150,250
PUBLIC WORKS,Sewers and Streams,Main Cleaning Division,13%,Clean Main Sewers (Miles),10,11,20
PUBLIC WORKS,Sewers and Streams,Mason Division,23%,Catch Basins Repaired ,602,500,500
PUBLIC WORKS,Sewers and Streams,Mason Division,23%,Manholes Cut Out ,25,30,30
PUBLIC WORKS,Sewers and Streams,Mason Division,23%,Manholes Raised/Repaired ,24,25,40
PUBLIC WORKS,Sewers and Streams,Mason Division,23%,Manholes Sealed/CBs Patched ,336,300,300
PUBLIC WORKS,Sewers and Streams,Mason Division,23%,New Catch Basins Installed ,3,1,1
PUBLIC WORKS,Sewers and Streams,Mason Division,23%,Catch Basins Cut Out ,607,500,500
PUBLIC WORKS,Sewers and Streams,Mason Division,23%,New Stone Tops Fabricated,100,100,100
PUBLIC WORKS,Sewers and Streams,Mechanical Catch Basin Cleaning,12%,Catch Basins Cleaned ,6230,4000,4000
PUBLIC WORKS,Sewers and Streams,Mechanical Catch Basin Cleaning,12%,Pick Up Mason Piles ,31,100,300
PUBLIC WORKS,Sewers and Streams,Mechanical Catch Basin Cleaning,12%,Basin Tops Cleaned,3255,2500,1000
PUBLIC WORKS,Sewers and Streams,TV Inspections,3%,Sewer Sections Inspected ,151,200,60
PUBLIC WORKS,Sewers and Streams,TV Inspections,3%,Feet Inspected ,"19,558",30000,12000
PUBLIC WORKS,Sewers and Streams,TV Inspections,3%,UFPO/Vent Locations ,57,50,50
PUBLIC WORKS,Sewers and Streams,TV Inspections,3%,Misc Office Days ,62,45,45
PUBLIC WORKS,Sewers and Streams,TV Inspections,3%,MHs Located & Inspected,49,40,40
PUBLIC WORKS,Sewers and Streams,TV Inspections,3%,Laterals Located and TV Inspected,32,30,10
PUBLIC WORKS,Sewers and Streams,Creek Cleaning & Fence Repair,3%,Fence Repaired/Retied (Feet) ,104,100,50
PUBLIC WORKS,Sewers and Streams,Creek Cleaning & Fence Repair,3%,Creek Rack Hours ,596,600,600
PUBLIC WORKS,Sewers and Streams,Creek Cleaning & Fence Repair,3%,Shallow Vent Repairs,0,6,50
PUBLIC WORKS,Sewers and Streams,Locator,5%,DSNY Locations ,"2,673",2000,1500
PUBLIC WORKS,Sewers and Streams,Locator,5%,Emergency Locations ,635,690,690
PUBLIC WORKS,Sewers and Streams,Locator,5%,Vent/Lateral Locations,317,275,275
